State_name	Name	State_name-Name	Rainfall (inches)	RainDays	Runoff	Station Name	Ptrecipitation Correction Factor	No. of Rain Days Correction Factor	Rmean	Kmean	LSavg	Cavg	Pavg
Illinois	Randolph	Illinois-Randolph	45	92.7	10				220.0	0.37	0.54	0.16	0.99
Illinois	Richland	Illinois-Richland	45	97.8	12				198.8	0.38	0.33	0.22	0.99
Illinois	Rock Island	Illinois-Rock Island	35.01	97.8	9				180.0	0.32	0.72	0.19	1.00
Illinois	Saline	Illinois-Saline	45	97.8	14				199.6	0.36	0.60	0.14	0.99
Illinois	Sangamon	Illinois-Sangamon	35.01	97.8	9				220.0	0.38	0.42	0.21	1.00
Illinois	Schuyler	Illinois-Schuyler	35.01	83.3	9				180.0	0.30	0.33	0.22	0.94
Illinois	Scott	Illinois-Scott	35.01	97.8	9				200.0	0.35	0.77	0.14	0.94
Illinois	Shelby	Illinois-Shelby	35.1	97.4	9.5				200.0	0.33	0.35	0.22	0.99
Illinois	St. Clair	Illinois-St. Clair	36.37	88.8	9				180.0	0.34	0.33	0.23	0.99
Illinois	Stark	Illinois-Stark	35.01	97.8	9				180.0	0.31	0.57	0.21	1.00
Illinois	Stephenson	Illinois-Stephenson	35.01	97.8	9				180.0	0.32	0.61	0.18	0.87
Illinois	Tazewell	Illinois-Tazewell	35.01	97.9	9				180.0	0.29	0.33	0.23	0.98
Illinois	Union	Illinois-Union	45	97.8	14.5				220.0	0.36	0.67	0.13	0.99
Illinois	Vermilion	Illinois-Vermilion	35.03	101.6	10				180.0	0.31	0.23	0.26	0.99
Illinois	Wabash	Illinois-Wabash	45	97.8	14				200.0	0.36	0.23	0.21	0.99
Illinois	Warren	Illinois-Warren	35.01	97.2	9				180.0	0.30	0.33	0.21	0.98
Illinois	Washington	Illinois-Washington	40.61	97.8	10				200.0	0.38	0.26	0.19	1.00
Illinois	Wayne	Illinois-Wayne	45	97.6	11				200.0	0.41	0.19	0.16	0.99
Illinois	White	Illinois-White	45	97.8	13.333				220.0	0.36	0.27	0.16	1.00
Illinois	Whiteside	Illinois-Whiteside	35.01	97.9	9				180.0	0.30	0.47	0.20	0.99
Illinois	Will	Illinois-Will	35.01	103.5	11				160.0	0.30	0.28	0.23	1.00
Illinois	Williamson	Illinois-Williamson	45	97.8	13				220.0	0.41	1.02	0.11	1.00
Illinois	Winnebago	Illinois-Winnebago	35.01	99.2	9				179.9	0.29	0.43	0.17	0.95
Illinois	Woodford	Illinois-Woodford	35.01	97.8	9				180.0	0.30	0.31	0.28	0.98
Indiana	Adams	Indiana-Adams	35.01	111.9	10				160.0	0.36	0.12	0.26	1.00
Indiana	Allen	Indiana-Allen	35.01	110.2	10				160.0	0.36	0.19	0.20	1.00
Indiana	Bartholomew	Indiana-Bartholomew	45	112.5	14.5				180.0	0.36	0.30	0.21	1.00
Indiana	Benton	Indiana-Benton	35.01	112.5	11				180.0	0.29	0.19	0.25	0.99
Indiana	Blackford	Indiana-Blackford	35.01	112.5	12				160.0	0.37	0.23	0.13	1.00
Indiana	Boone	Indiana-Boone	39.76	112.5	12				180.0	0.34	0.16	0.20	1.00
Indiana	Brown	Indiana-Brown	45	112.2	14.5				180.0	0.30	2.02	0.06	1.00
Indiana	Carroll	Indiana-Carroll	35.01	112.5	12				180.0	0.33	0.24	0.22	1.00
Indiana	Cass	Indiana-Cass	35.01	112.5	12				180.0	0.30	0.23	0.20	1.00
Indiana	Clark	Indiana-Clark	45	108.1	18				180.0	0.38	0.66	0.12	0.99
Indiana	Clay	Indiana-Clay	45	97.8	13				200.0	0.37	0.56	0.14	1.00
Indiana	Clinton	Indiana-Clinton	35.01	112.5	12				180.0	0.33	0.27	0.23	1.00
Indiana	Crawford	Indiana-Crawford	45	112.5	18				200.0	0.35	1.09	0.03	1.00
Indiana	Daviess	Indiana-Daviess	45	100.6	15				200.0	0.36	0.62	0.09	0.99
Indiana	De Kalb	Indiana-De Kalb	35.01	112.5	10				180.0	0.34	1.47	0.10	1.00
Indiana	Dearborn	Indiana-Dearborn	45	112.5	15				180.0	0.37	0.31	0.19	1.00
Indiana	Decatur	Indiana-Decatur	45	112.5	14				140.0	0.37	0.25	0.13	1.00
Indiana	Delaware	Indiana-Delaware	35.01	112.5	12				160.0	0.35	0.20	0.23	1.00
Indiana	Dubois	Indiana-Dubois	45	111.6	15.5				200.0	0.38	1.49	0.07	1.00
Indiana	Elkhart	Indiana-Elkhart	35.01	114.4	12				160.0	0.29	0.26	0.18	1.00
Indiana	Fayette	Indiana-Fayette	45	112.5	13.5				180.0	0.37	0.54	0.13	0.99
Indiana	Floyd	Indiana-Floyd	45	112.3	15				180.0	0.34	1.26	0.06	0.96
Indiana	Fountain	Indiana-Fountain	36.88	103.9	12				180.0	0.33	0.28	0.33	0.98
Indiana	Franklin	Indiana-Franklin	45	117.2	14				180.0	0.36	0.71	0.14	1.00
Indiana	Fulton	Indiana-Fulton	35.01	112.5	12				160.0	0.25	0.33	0.20	1.00
Indiana	Gibson	Indiana-Gibson	45	98.3	14.333				220.0	0.37	0.37	0.20	0.99
Indiana	Grant	Indiana-Grant	35.01	112.5	12				160.0	0.34	0.15	0.23	1.00
Indiana	Greene	Indiana-Greene	45	100.5	14				200.0	0.35	1.24	0.11	1.00
Indiana	Hamilton	Indiana-Hamilton	35.8	110.6	13				180.0	0.36	0.20	0.17	1.00
Indiana	Hancock	Indiana-Hancock	44.35	112.4	12				180.0	0.35	0.14	0.27	1.00
Indiana	Harrison	Indiana-Harrison	45	112.5	18				180.0	0.31	1.41	0.07	1.00
Indiana	Hendricks	Indiana-Hendricks	45	112.5	12				180.0	0.37	0.28	0.19	1.00
Indiana	Henry	Indiana-Henry	38.77	111.3	13				160.0	0.35	0.29	0.22	0.98
Indiana	Howard	Indiana-Howard	35.01	112.5	12				180.0	0.35	0.14	0.30	1.00
Indiana	Huntington	Indiana-Huntington	35.01	112.5	10				160.0	0.36	0.19	0.12	1.00
Indiana	Jackson	Indiana-Jackson	45	112.5	15				180.0	0.35	0.30	0.17	0.99
Indiana	Jasper	Indiana-Jasper	35.01	108.6	12				160.0	0.21	0.10	0.16	1.00
Indiana	Jay	Indiana-Jay	35.01	112.5	12				160.0	0.39	0.24	0.23	1.00
Indiana	Jefferson	Indiana-Jefferson	45	112.5	16				180.0	0.37	0.54	0.10	1.00
Indiana	Jennings	Indiana-Jennings	45	112.5	15				180.0	0.40	0.61	0.19	1.00
Indiana	Johnson	Indiana-Johnson	44.7	112.5	14				180.0	0.36	0.34	0.19	1.00
Indiana	Knox	Indiana-Knox	45	98.1	14				200.0	0.32	0.57	0.19	0.99
Indiana	Kosciusko	Indiana-Kosciusko	35.01	112	12				159.7	0.27	0.32	0.11	1.00
Indiana	La Porte	Indiana-La Porte	35.01	122.9	11				140.0	0.24	0.35	0.13	1.00
Indiana	Lagrange	Indiana-Lagrange	35.01	112.5	12				160.0	0.31	0.20	0.15	1.00
Indiana	Lake	Indiana-Lake	35.01	112.5	12				160.0	0.25	0.26	0.16	1.00
Indiana	Lawrence	Indiana-Lawrence	45	110	15				200.0	0.35	1.20	0.08	0.99
Indiana	Madison	Indiana-Madison	35.01	112.2	12				160.0	0.35	0.23	0.25	1.00
Indiana	Marion	Indiana-Marion	39.03	112.2	12				180.0	0.37	0.22	0.18	1.00
Indiana	Marshall	Indiana-Marshall	35.01	112.5	12				160.0	0.25	0.27	0.21	1.00
Indiana	Martin	Indiana-Martin	45	110.4	15				200.0	0.35	0.85	0.08	1.00
Indiana	Miami	Indiana-Miami	35.01	112.5	12				160.0	0.35	0.30	0.25	1.00
Indiana	Monroe	Indiana-Monroe	45	108.5	14.5				200.0	0.35	1.17	0.07	1.00
Indiana	Montgomery	Indiana-Montgomery	39	110.3	12				180.0	0.34	0.26	0.15	0.99
Indiana	Morgan	Indiana-Morgan	45	107.3	14				180.0	0.35	0.40	0.17	1.00
Indiana	Newton	Indiana-Newton	35.01	112.5	12				160.3	0.23	0.13	0.16	1.00
Indiana	Noble	Indiana-Noble	35.01	112.5	10				160.0	0.30	0.46	0.10	0.99
Indiana	Ohio	Indiana-Ohio	45	112.5	15				180.0	0.34	2.36	0.05	1.00
Indiana	Orange	Indiana-Orange	45	112.5	16				200.0	0.36	1.26	0.06	1.00
Indiana	Owen	Indiana-Owen	45	106	14				200.0	0.39	0.66	0.12	1.00
Indiana	Parke	Indiana-Parke	45	97.8	12				180.0	0.35	0.42	0.19	1.00
Indiana	Perry	Indiana-Perry	45	112.5	18				200.0	0.37	1.64	0.08	1.00
Indiana	Pike	Indiana-Pike	45	97.8	15				200.0	0.39	0.97	0.14	1.00
Indiana	Porter	Indiana-Porter	35.01	110.2	11				160.0	0.29	0.26	0.17	1.00
Indiana	Posey	Indiana-Posey	45	99.5	14				220.0	0.37	0.60	0.11	1.00
Indiana	Pulaski	Indiana-Pulaski	35.01	112.5	12				160.0	0.22	0.11	0.16	1.00
Indiana	Putnam	Indiana-Putnam	45	107.5	12				180.0	0.36	0.49	0.14	0.99
Indiana	Randolph	Indiana-Randolph	35.01	111.8	13				160.0	0.35	0.25	0.18	1.00
Indiana	Ripley	Indiana-Ripley	45	112.5	15				180.0	0.39	0.52	0.17	1.00
Indiana	Rush	Indiana-Rush	45	111.4	14				180.0	0.36	0.18	0.23	1.00
Indiana	Scott	Indiana-Scott	45	108.4	16				160.0	0.25	0.30	0.24	1.00
Indiana	Shelby	Indiana-Shelby	45	112.5	14				180.0	0.40	0.36	0.14	1.00
Indiana	Spencer	Indiana-Spencer	45	105.1	18				180.0	0.36	0.23	0.19	1.00
Indiana	St. Joseph	Indiana-St. Joseph	35.01	133.1	12				200.0	0.39	0.66	0.11	1.00
Indiana	Starke	Indiana-Starke	35.01	112.5	12				160.0	0.17	0.12	0.17	1.00
Indiana	Steuben	Indiana-Steuben	35.01	112.5	10				140.0	0.34	0.84	0.10	1.00
Indiana	Sullivan	Indiana-Sullivan	45	98.7	12.667				200.0	0.35	0.70	0.19	0.99
Indiana	Switzerland	Indiana-Switzerland	45	112.5	16				180.0	0.34	1.59	0.08	1.00
Indiana	Tippecanoe	Indiana-Tippecanoe	35.01	112.5	12				180.0	0.31	0.17	0.25	1.00
Indiana	Tipton	Indiana-Tipton	35.01	112.5	12				180.0	0.34	0.13	0.37	1.00
Indiana	Union	Indiana-Union	45	120.4	12				160.0	0.36	0.37	0.21	1.00
Indiana	Vanderburgh	Indiana-Vanderburgh	45	100	15				219.5	0.38	0.49	0.13	0.98
Indiana	Vermillion	Indiana-Vermillion	41.86	98.2	10				180.0	0.32	0.29	0.17	1.00
Indiana	Vigo	Indiana-Vigo	45	105	12				199.8	0.33	0.38	0.27	1.00
Indiana	Wabash	Indiana-Wabash	35.01	112.5	12				160.0	0.35	0.25	0.18	0.99
Indiana	Warren	Indiana-Warren	35.01	111.2	12				180.0	0.32	0.33	0.21	1.00
Indiana	Warrick	Indiana-Warrick	45	101.3	16.6				200.0	0.37	0.98	0.10	1.00
Indiana	Washington	Indiana-Washington	45	112.5	17				180.0	0.36	0.85	0.07	0.99
Indiana	Wayne	Indiana-Wayne	38.16	112.5	13				160.0	0.37	0.55	0.16	1.00
Indiana	Wells	Indiana-Wells	35.01	112.5	10				160.0	0.38	0.14	0.27	1.00
Indiana	White	Indiana-White	35.01	112.5	12				180.0	0.25	0.12	0.23	1.00
Indiana	Whitley	Indiana-Whitley	35.01	113.6	10				160.0	0.32	0.48	0.09	1.00
Iowa	Adair	Iowa-Adair	35.01	83	6				175.0	0.32	1.16	0.14	0.90
Iowa	Adams	Iowa-Adams	35.01	83	5				175.0	0.31	0.92	0.11	0.92
Iowa	Allamakee	Iowa-Allamakee	35.01	88.2	6				175.0	0.34	2.15	0.09	0.78
Iowa	Appanoose	Iowa-Appanoose	35.01	84.9	7				175.0	0.34	0.86	0.08	0.98
Iowa	Audubon	Iowa-Audubon	35.01	83	4				175.0	0.32	1.42	0.18	0.82
Iowa	Benton	Iowa-Benton	35.01	97.7	8				175.0	0.28	0.59	0.18	0.93
Iowa	Black Hawk	Iowa-Black Hawk	35.01	97.8	7				175.0	0.24	0.34	0.19	0.94
Iowa	Boone	Iowa-Boone	35.01	90.6	6				175.0	0.26	0.27	0.20	1.00
Iowa	Bremer	Iowa-Bremer	35.01	97.8	8				175.0	0.24	0.24	0.20	0.96
Iowa	Buchanan	Iowa-Buchanan	35.01	97.8	8				175.0	0.24	0.31	0.17	0.93
Iowa	Buena Vista	Iowa-Buena Vista	30.96	84.5	4				150.0	0.26	0.27	0.23	0.99
Iowa	Butler	Iowa-Butler	35.01	84.4	7				150.0	0.26	0.33	0.18	0.99
Iowa	Calhoun	Iowa-Calhoun	35.01	83	5				150.0	0.26	0.19	0.25	1.00
Iowa	Carroll	Iowa-Carroll	35.01	83	5				175.0	0.28	0.63	0.22	0.86
Iowa	Cass	Iowa-Cass	35.01	83	6				175.0	0.30	1.04	0.18	0.81
Iowa	Cedar	Iowa-Cedar	35.01	96.9	9				175.0	0.30	0.57	0.22	0.99
Iowa	Cerro Gordo	Iowa-Cerro Gordo	35.01	83	5				150.0	0.26	0.32	0.20	0.99
Iowa	Cherokee	Iowa-Cherokee	25.66	83	4				150.0	0.30	0.70	0.16	0.76
Iowa	Chickasaw	Iowa-Chickasaw	35.01	96	8				150.0	0.25	0.30	0.19	0.98
Iowa	Clarke	Iowa-Clarke	35.01	82.7	7				175.0	0.33	1.62	0.08	1.00
Iowa	Clay	Iowa-Clay	25.01	83	4				150.0	0.26	0.27	0.22	1.00
Iowa	Clayton	Iowa-Clayton	35.01	88.9	9				175.0	0.34	1.73	0.09	0.83
Iowa	Clinton	Iowa-Clinton	35.01	97.8	9				175.0	0.32	1.54	0.19	0.98
Iowa	Crawford	Iowa-Crawford	33.32	83	5				162.9	0.32	1.56	0.15	0.76
Iowa	Dallas	Iowa-Dallas	35.01	83.7	6				175.0	0.26	0.47	0.20	0.99
Iowa	Davis	Iowa-Davis	35.01	97.5	8				175.0	0.33	1.08	0.08	0.98
Iowa	Decatur	Iowa-Decatur	35.01	83.6	7				175.0	0.33	1.23	0.06	1.00
Iowa	Delaware	Iowa-Delaware	35.01	97.8	8				175.0	0.26	0.61	0.15	0.99
Iowa	Des Moines	Iowa-Des Moines	35.01	97.8	9				175.0	0.31	0.56	0.15	0.97
Iowa	Dickinson	Iowa-Dickinson	25.01	83	4				150.0	0.26	0.32	0.17	1.00
Iowa	Dubuque	Iowa-Dubuque	35.01	98.9	9				175.0	0.33	1.71	0.09	0.88
Iowa	Emmet	Iowa-Emmet	25.01	83	4				150.0	0.25	0.38	0.23	1.00
Iowa	Fayette	Iowa-Fayette	35.01	94.4	8				175.0	0.27	0.65	0.16	0.95
Iowa	Floyd	Iowa-Floyd	35.01	91.4	7				150.0	0.26	0.30	0.20	0.98
Iowa	Franklin	Iowa-Franklin	35.01	83	5				150.0	0.26	0.41	0.19	0.99
Iowa	Fremont	Iowa-Fremont	35.01	83.1	6				175.0	0.31	0.70	0.23	0.78
Iowa	Greene	Iowa-Greene	35.01	83	5				175.0	0.26	0.24	0.23	1.00
Iowa	Grundy	Iowa-Grundy	35.01	95.7	7				175.0	0.28	0.32	0.24	0.97
Iowa	Guthrie	Iowa-Guthrie	35.01	83	6				175.0	0.29	1.00	0.13	0.90
Iowa	Hamilton	Iowa-Hamilton	35.01	84.7	6				150.0	0.26	0.25	0.26	1.00
Iowa	Hancock	Iowa-Hancock	35.01	83	6				150.0	0.25	0.26	0.26	0.98
Iowa	Hardin	Iowa-Hardin	35.01	87.2	7				175.0	0.27	0.31	0.21	0.96
Iowa	Harrison	Iowa-Harrison	32.14	82.8	5				175.0	0.31	1.00	0.19	0.81
Iowa	Henry	Iowa-Henry	35.01	97.8	9				175.0	0.33	0.58	0.16	0.96
Iowa	Howard	Iowa-Howard	35.01	97.6	6				150.0	0.27	0.36	0.17	0.95
Iowa	Humboldt	Iowa-Humboldt	35.01	83	5				150.0	0.27	0.14	0.26	1.00
Iowa	Ida	Iowa-Ida	33.73	83	4				150.0	0.32	1.28	0.22	0.70
Iowa	Iowa	Iowa-Iowa	35.01	88.7	8				175.0	0.31	1.16	0.14	0.95
Iowa	Jackson	Iowa-Jackson	35.01	98	9				175.0	0.34	2.22	0.08	0.84
Iowa	Jasper	Iowa-Jasper	35.01	92.4	7				175.0	0.30	1.06	0.14	0.96
Iowa	Jefferson	Iowa-Jefferson	35.01	97.8	8				175.0	0.34	0.75	0.14	0.94
Iowa	Johnson	Iowa-Johnson	35.01	97.8	8				175.0	0.31	0.77	0.15	0.98
Iowa	Jones	Iowa-Jones	35.01	97.8	9				175.0	0.30	1.00	0.13	0.87
Iowa	Keokuk	Iowa-Keokuk	35.01	96.9	8				175.0	0.32	0.91	0.14	0.97
Iowa	Kossuth	Iowa-Kossuth	30.36	82.4	5				150.0	0.26	0.22	0.25	1.00
Iowa	Lee	Iowa-Lee	35.01	97.8	9				175.0	0.33	0.72	0.16	0.98
Iowa	Linn	Iowa-Linn	35.01	97.8	8.5				175.0	0.27	0.71	0.15	0.96
Iowa	Louisa	Iowa-Louisa	35.01	100	9				175.0	0.30	0.51	0.16	0.99
Iowa	Lucas	Iowa-Lucas	35.01	93.9	7				175.0	0.34	1.16	0.06	0.98
Iowa	Lyon	Iowa-Lyon	25.01	79.8	2.667				150.0	0.30	0.53	0.17	0.81
Iowa	Madison	Iowa-Madison	35.01	83.3	7				175.0	0.32	0.90	0.13	0.92
Iowa	Mahaska	Iowa-Mahaska	35.01	97.8	7.5				175.0	0.31	0.93	0.14	0.90
Iowa	Marion	Iowa-Marion	35.01	92.9	6				175.0	0.34	1.69	0.14	0.91
Iowa	Marshall	Iowa-Marshall	35.01	86.1	7				175.0	0.30	0.76	0.17	0.99
Iowa	Mills	Iowa-Mills	35.01	82.6	4				175.0	0.31	0.92	0.21	0.74
Iowa	Mitchell	Iowa-Mitchell	35.01	91.9	7				150.0	0.27	0.29	0.24	0.99
Iowa	Monona	Iowa-Monona	25.14	82.8	4				150.0	0.30	1.37	0.19	0.95
Iowa	Monroe	Iowa-Monroe	35.01	97.2	7.5				175.0	0.35	1.45	0.05	0.98
Iowa	Montgomery	Iowa-Montgomery	35.01	83	6				175.0	0.31	0.91	0.15	0.80
Iowa	Muscatine	Iowa-Muscatine	35.01	97.8	9				175.0	0.30	0.45	0.18	0.90
Iowa	O'Brien	Iowa-O'Brien	25.01	82.6	2				150.0	0.29	0.27	0.22	0.97
Iowa	Osceola	Iowa-Osceola	25.01	83	3				150.0	0.27	0.23	0.23	0.99
Iowa	Page	Iowa-Page	35.01	83	6				175.0	0.30	0.81	0.16	0.82
Iowa	Palo Alto	Iowa-Palo Alto	27.75	83	5				150.0	0.25	0.20	0.22	1.00
Iowa	Plymouth	Iowa-Plymouth	25.01	83	2.5				150.0	0.33	1.17	0.16	0.72
Iowa	Pocahontas	Iowa-Pocahontas	34.72	83	5				150.0	0.25	0.18	0.25	0.99
Iowa	Polk	Iowa-Polk	35.01	90	7				173.5	0.26	0.31	0.19	0.96
Iowa	Pottawattamie	Iowa-Pottawattamie	33.92	83	5				175.0	0.32	1.10	0.16	0.67
Iowa	Poweshiek	Iowa-Poweshiek	35.01	97.8	7.5				175.0	0.31	1.07	0.14	0.94
Iowa	Ringgold	Iowa-Ringgold	35.01	83	7				175.0	0.33	1.18	0.07	0.97
Iowa	Sac	Iowa-Sac	35.01	83.5	5				150.0	0.28	0.52	0.18	0.93
Iowa	Scott	Iowa-Scott	35.01	97.8	9				175.0	0.31	0.96	0.17	0.98
Iowa	Shelby	Iowa-Shelby	35.01	88	5				175.0	0.36	1.56	0.17	0.72
Iowa	Sioux	Iowa-Sioux	25.01	83	2.5				150.0	0.31	0.56	0.20	0.84
Iowa	Story	Iowa-Story	35.01	83	6.5				175.0	0.25	0.28	0.22	0.97
Iowa	Tama	Iowa-Tama	35.01	96.6	8				175.0	0.31	0.79	0.15	0.96
Iowa	Taylor	Iowa-Taylor	35.01	83	6				175.0	0.32	0.92	0.12	0.89
Iowa	Union	Iowa-Union	35.01	84	7				175.0	0.32	1.01	0.08	0.95
Iowa	Van Buren	Iowa-Van Buren	35.01	97.2	8				175.0	0.35	0.73	0.12	0.98
Iowa	Wapello	Iowa-Wapello	35.01	97.8	8				175.0	0.33	1.00	0.15	0.96
Iowa	Warren	Iowa-Warren	35.01	93.5	7				175.0	0.33	0.79	0.12	0.96
Iowa	Washington	Iowa-Washington	35.01	97.7	8				175.0	0.32	0.81	0.16	0.96
Iowa	Wayne	Iowa-Wayne	35.01	89.6	7				175.0	0.34	0.98	0.07	0.99
Iowa	Webster	Iowa-Webster	35.01	87.4	5				150.0	0.26	0.21	0.22	1.00
Iowa	Winnebago	Iowa-Winnebago	35.01	84	6				150.0	0.26	0.25	0.21	1.00
Iowa	Winneshiek	Iowa-Winneshiek	35.01	84.6	8				150.0	0.32	1.30	0.10	0.90
Iowa	Woodbury	Iowa-Woodbury	25.05	83	2.75				150.0	0.34	1.22	0.14	0.90
Iowa	Worth	Iowa-Worth	35.01	83.3	6				150.0	0.26	0.25	0.22	1.00
Iowa	Wright	Iowa-Wright	35.01	83	6				150.0	0.26	0.19	0.24	0.99
Kansas	Allen	Kansas-Allen	42.71	81	9				225.0	0.37	0.22	0.11	0.92
Kansas	Anderson	Kansas-Anderson	35.88	82.4	9				225.0	0.38	0.28	0.11	0.91
Kansas	Atchison	Kansas-Atchison	35.01	80.5	8				200.0	0.34	0.84	0.14	0.80
Kansas	Barber	Kansas-Barber	25.01	53.4	2				175.0	0.30	0.62	0.06	0.91
Kansas	Barton	Kansas-Barton	25.01	62.4	1				150.0	0.32	0.21	0.15	0.89
Kansas	Bourbon	Kansas-Bourbon	45	83	9				225.0	0.34	0.29	0.09	0.97
Kansas	Brown	Kansas-Brown	35.01	83	7				200.0	0.33	0.55	0.17	0.64
Kansas	Butler	Kansas-Butler	35.01	70.3	6.5				225.0	0.34	0.29	0.07	0.98
Kansas	Chase	Kansas-Chase	35.01	70.6	7				225.0	0.31	0.58	0.04	1.00
Kansas	Chautauqua	Kansas-Chautauqua	35.01	78.4	7.5				250.0	0.31	0.84	0.05	1.00
Kansas	Cherokee	Kansas-Cherokee	45	83.1	9				250.0	0.39	0.27	0.17	0.96
Kansas	Cheyenne	Kansas-Cheyenne	16.43	56.1	0.2				100.0	0.35	0.76	0.10	0.95
Kansas	Clark	Kansas-Clark	25.01	45	0.5				125.0	0.29	0.70	0.08	0.95
Kansas	Clay	Kansas-Clay	34.46	69.2	4.5				175.0	0.35	0.43	0.15	0.76
Kansas	Cloud	Kansas-Cloud	26.76	72.3	3				175.0	0.32	0.52	0.14	0.89
Kansas	Coffey	Kansas-Coffey	35.01	69.9	8				225.4	0.38	0.27	0.13	0.88
Kansas	Comanche	Kansas-Comanche	25.01	45	1				150.0	0.29	0.50	0.07	0.93
Kansas	Cowley	Kansas-Cowley	35.01	68.5	6				225.0	0.34	0.50	0.09	0.92
Kansas	Crawford	Kansas-Crawford	45	82.4	9				250.0	0.39	0.48	0.15	0.90
Kansas	Decatur	Kansas-Decatur	24.99	60.2	0.5				125.0	0.34	0.66	0.10	0.77
Kansas	Dickinson	Kansas-Dickinson	34.93	75	5				200.0	0.33	0.34	0.15	0.79
Kansas	Doniphan	Kansas-Doniphan	35.01	83	7.333				200.0	0.31	1.41	0.19	0.80
Kansas	Douglas	Kansas-Douglas	35.01	83	8				200.0	0.33	0.45	0.12	0.94
Kansas	Edwards	Kansas-Edwards	25.01	67.8	1				150.0	0.25	0.21	0.12	0.97
Kansas	Elk	Kansas-Elk	35.01	81.5	8				250.0	0.34	0.61	0.06	0.99
Kansas	Ellis	Kansas-Ellis	25.01	62.8	1				150.0	0.31	0.54	0.11	0.88
Kansas	Ellsworth	Kansas-Ellsworth	25.01	62.7	2				174.9	0.31	0.63	0.09	0.89
Kansas	Finney	Kansas-Finney	17.48	45.6	0.2				125.0	0.27	0.30	0.14	0.93
Kansas	Ford	Kansas-Ford	25.01	57.8	0.5				125.0	0.31	0.27	0.15	0.89
Kansas	Franklin	Kansas-Franklin	35.01	82.4	8				225.1	0.37	0.33	0.12	0.88
Kansas	Geary	Kansas-Geary	35.01	83	5.5				200.0	0.33	1.12	0.07	0.92
Kansas	Gove	Kansas-Gove	24.04	48.3	0.35				125.0	0.31	0.35	0.13	0.80
Kansas	Graham	Kansas-Graham	25.01	48.7	0.5				125.0	0.32	0.57	0.10	0.80
Kansas	Grant	Kansas-Grant	16	45	0.1				100.0	0.29	0.21	0.16	0.98
Kansas	Gray	Kansas-Gray	24.15	45	0.15				125.0	0.29	0.25	0.15	0.93
Kansas	Greeley	Kansas-Greeley	16	45	0.2				100.0	0.32	0.17	0.15	0.96
Kansas	Greenwood	Kansas-Greenwood	35.01	74.4	8				225.0	0.34	0.59	0.03	1.00
Kansas	Hamilton	Kansas-Hamilton	16	45	0.133				100.0	0.33	0.31	0.10	0.95
Kansas	Harper	Kansas-Harper	25.19	59.8	3				200.1	0.31	0.25	0.15	0.83
Kansas	Harvey	Kansas-Harvey	35.01	68	4.5				200.0	0.32	0.19	0.17	0.90
Kansas	Haskell	Kansas-Haskell	16	45	0.2				125.0	0.31	0.13	0.18	0.99
Kansas	Hodgeman	Kansas-Hodgeman	25	49.3	0.5				125.0	0.31	0.28	0.14	0.85
Kansas	Jackson	Kansas-Jackson	35.01	82.2	7				200.0	0.34	0.68	0.08	0.91
Kansas	Jefferson	Kansas-Jefferson	35.01	83	8				200.0	0.33	0.56	0.14	0.85
Kansas	Jewell	Kansas-Jewell	25.01	68.8	2				150.0	0.31	0.56	0.13	0.86
Kansas	Johnson	Kansas-Johnson	35.01	82.1	9				200.0	0.35	0.45	0.13	0.93
Kansas	Kearny	Kansas-Kearny	16	45	0.1				100.0	0.27	0.27	0.12	0.94
Kansas	Kingman	Kansas-Kingman	25.02	65.7	3				175.0	0.25	0.32	0.12	0.86
Kansas	Kiowa	Kansas-Kiowa	25.01	61.4	1				150.0	0.27	0.48	0.09	0.95
Kansas	Labette	Kansas-Labette	45	83	9				250.0	0.37	0.26	0.12	0.96
Kansas	Lane	Kansas-Lane	24.73	45.3	0.2				125.0	0.32	0.31	0.15	0.83
Kansas	Leavenworth	Kansas-Leavenworth	35.01	83	8				200.0	0.34	0.84	0.12	0.96
Kansas	Lincoln	Kansas-Lincoln	25.01	65.2	2				150.0	0.31	0.65	0.11	0.83
Kansas	Linn	Kansas-Linn	43.5	81.9	9				225.0	0.36	0.32	0.12	0.92
Kansas	Logan	Kansas-Logan	16	47.6	0.15				100.0	0.33	0.51	0.12	0.81
Kansas	Lyon	Kansas-Lyon	35.01	77.6	7.5				225.0	0.37	0.33	0.10	0.93
Kansas	Marion	Kansas-Marion	35.01	69.1	5.5				200.0	0.34	0.26	0.15	0.93
Kansas	Marshall	Kansas-Marshall	35.01	71.2	5.5				200.0	0.32	0.32	0.14	0.95
Kansas	McPherson	Kansas-McPherson	29.56	68.1	3.5				175.0	0.35	0.54	0.16	0.74
Kansas	Meade	Kansas-Meade	24.99	45	0.5				125.0	0.29	0.32	0.11	0.95
Kansas	Miami	Kansas-Miami	36.87	82.4	9				225.0	0.37	0.46	0.09	0.95
Kansas	Mitchell	Kansas-Mitchell	25.01	65.7	2				150.0	0.32	0.46	0.17	0.91
Kansas	Montgomery	Kansas-Montgomery	40.01	83	8				250.0	0.35	0.35	0.11	0.95
Kansas	Morris	Kansas-Morris	35.01	81.9	4				200.0	0.33	0.44	0.09	0.93
Kansas	Morton	Kansas-Morton	16	45	0.1				100.0	0.28	0.18	0.13	0.97
Kansas	Nemaha	Kansas-Nemaha	35.01	79.8	6				200.0	0.33	0.58	0.13	0.78
