State_name	Name	State_name-Name	Rainfall (inches)	RainDays	Runoff	Station Name	Ptrecipitation Correction Factor	No. of Rain Days Correction Factor	Rmean	Kmean	LSavg	Cavg	Pavg
Kansas	Neosho	Kansas-Neosho	45	83	7				250.0	0.37	0.28	0.12	0.95
Kansas	Ness	Kansas-Ness	25.01	45.8	0.5				125.0	0.32	0.28	0.11	0.82
Kansas	Norton	Kansas-Norton	25.01	61.8	1.167				125.0	0.32	1.06	0.12	0.80
Kansas	Osage	Kansas-Osage	35.01	78.2	7				225.0	0.36	0.42	0.09	0.91
Kansas	Osborne	Kansas-Osborne	25.01	56.3	2				150.0	0.31	0.95	0.12	0.91
Kansas	Ottawa	Kansas-Ottawa	25.63	66.3	3.5				175.0	0.32	0.47	0.11	0.91
Kansas	Pawnee	Kansas-Pawnee	25.01	62.6	1				150.0	0.29	0.23	0.15	0.87
Kansas	Phillips	Kansas-Phillips	25.01	67.9	1				125.0	0.32	0.59	0.11	0.81
Kansas	Pottawatomie	Kansas-Pottawatomie	35.01	75.4	6				200.0	0.33	0.95	0.07	0.94
Kansas	Pratt	Kansas-Pratt	25.01	68	2				150.0	0.25	0.39	0.16	0.88
Kansas	Rawlins	Kansas-Rawlins	24.02	67.5	0.2				100.0	0.35	1.07	0.11	0.84
Kansas	Reno	Kansas-Reno	26.65	68	2.5				175.0	0.26	0.20	0.15	0.95
Kansas	Republic	Kansas-Republic	27.67	70.8	3				175.0	0.34	0.56	0.16	0.91
Kansas	Rice	Kansas-Rice	25.01	60.9	2				175.0	0.31	0.23	0.18	0.92
Kansas	Riley	Kansas-Riley	35.01	77	5.5				200.0	0.35	1.00	0.08	0.90
Kansas	Rooks	Kansas-Rooks	25.01	65	1				125.0	0.31	0.51	0.12	0.78
Kansas	Rush	Kansas-Rush	25.01	59.9	1				150.0	0.32	0.27	0.15	0.77
Kansas	Russell	Kansas-Russell	25.01	66.9	1				150.0	0.31	0.76	0.09	0.92
Kansas	Saline	Kansas-Saline	27.4	67.6	3.5				175.0	0.32	0.43	0.15	0.91
Kansas	Scott	Kansas-Scott	18.62	50.9	0.15				125.0	0.31	0.20	0.16	0.96
Kansas	Sedgwick	Kansas-Sedgwick	33.69	68.1	4.5				200.0	0.33	0.19	0.18	0.83
Kansas	Seward	Kansas-Seward	16.74	45	0.2				125.0	0.24	0.44	0.12	1.00
Kansas	Shawnee	Kansas-Shawnee	35.01	83	7				200.0	0.34	0.51	0.10	0.93
Kansas	Sheridan	Kansas-Sheridan	23.57	58.1	0.5				125.0	0.32	0.35	0.14	0.83
Kansas	Sherman	Kansas-Sherman	16	60.1	0.1				100.0	0.33	0.31	0.16	0.92
Kansas	Smith	Kansas-Smith	25.01	64.8	2				150.0	0.31	0.53	0.12	0.77
Kansas	Stafford	Kansas-Stafford	25.01	68	1.5				150.0	0.23	0.22	0.16	1.00
Kansas	Stanton	Kansas-Stanton	16	45	0.1				100.0	0.31	0.20	0.16	0.98
Kansas	Stevens	Kansas-Stevens	16	45	0.2				100.1	0.22	0.23	0.15	1.00
Kansas	Sumner	Kansas-Sumner	34.21	67.9	4.5				200.0	0.37	0.22	0.19	0.90
Kansas	Thomas	Kansas-Thomas	16	61.9	0.15				100.0	0.33	0.26	0.15	0.91
Kansas	Trego	Kansas-Trego	25.01	49.9	0.5				125.0	0.30	0.47	0.11	0.80
Kansas	Wabaunsee	Kansas-Wabaunsee	35.01	81	4				200.0	0.33	0.94	0.04	0.98
Kansas	Wallace	Kansas-Wallace	16	46.9	0.2				100.0	0.33	0.41	0.12	0.95
Kansas	Washington	Kansas-Washington	34.62	70.7	4				175.0	0.34	0.57	0.13	0.79
Kansas	Wichita	Kansas-Wichita	16	45	0.133				100.0	0.32	0.15	0.14	0.97
Kansas	Wilson	Kansas-Wilson	37.36	81.5	7				250.0	0.36	0.34	0.12	0.96
Kansas	Woodson	Kansas-Woodson	38.83	78.6	8				225.0	0.38	0.28	0.09	0.92
Kansas	Wyandotte	Kansas-Wyandotte	35.01	82.2	9				200.0	0.33	0.79	0.16	0.99
Kentucky	Adair	Kentucky-Adair	60	112.1	22				200.0	0.32	2.04	0.04	0.98
Kentucky	Allen	Kentucky-Allen	60	112.3	21				175.0	0.31	1.36	0.04	1.00
Kentucky	Anderson	Kentucky-Anderson	45	112.5	16				175.0	0.29	2.99	0.04	0.99
Kentucky	Ballard	Kentucky-Ballard	45	97.8	18				250.0	0.46	0.82	0.15	1.00
Kentucky	Barren	Kentucky-Barren	60	112.5	21				200.0	0.33	1.46	0.03	0.92
Kentucky	Bath	Kentucky-Bath	45	112.5	15.5				175.0	0.34	2.72	0.07	1.00
Kentucky	Bell	Kentucky-Bell	60	135	25.5				150.0	0.26	11.92	0.52	1.00
Kentucky	Boone	Kentucky-Boone	45	112.2	15				175.0	0.40	2.26	0.04	0.98
Kentucky	Bourbon	Kentucky-Bourbon	45	112.5	18				175.0	0.36	1.18	0.05	0.96
Kentucky	Boyd	Kentucky-Boyd	45	134.4	15.667				150.9	0.38	5.48	0.02	0.98
Kentucky	Boyle	Kentucky-Boyle	45.97	112.4	20				199.8	0.34	1.68	0.06	0.96
Kentucky	Bracken	Kentucky-Bracken	45	113.3	16				175.1	0.21	3.44	0.03	0.99
Kentucky	Breathitt	Kentucky-Breathitt	45	112.5	19				150.0	0.31	5.74	0.03	0.97
Kentucky	Breckinridge	Kentucky-Breckinridge	45.07	111.7	15				175.0	0.38	1.63	0.04	0.99
Kentucky	Bullitt	Kentucky-Bullitt	45	113.1	15				175.0	0.39	0.82	0.06	1.00
Kentucky	Butler	Kentucky-Butler	49.19	112.5	18				175.0	0.37	1.20	0.10	1.00
Kentucky	Caldwell	Kentucky-Caldwell	48.77	103.2	18				200.0	0.38	0.94	0.05	0.99
Kentucky	Calloway	Kentucky-Calloway	60	103.6	15.5				200.0	0.41	0.60	0.10	1.00
Kentucky	Campbell	Kentucky-Campbell	45	112.5	15				175.0	0.40	3.59	0.03	1.00
Kentucky	Carlisle	Kentucky-Carlisle	51.67	97.8	18.667				250.0	0.44	0.65	0.14	1.00
Kentucky	Carroll	Kentucky-Carroll	45	112.5	16				175.0	0.32	2.37	0.08	0.96
Kentucky	Carter	Kentucky-Carter	45	118.7	16				150.0	0.38	3.20	0.05	0.99
Kentucky	Casey	Kentucky-Casey	59.94	112.5	18				200.0	0.34	1.19	0.06	0.95
Kentucky	Christian	Kentucky-Christian	53.47	108.9	16.6				176.9	0.37	0.70	0.11	0.99
Kentucky	Clark	Kentucky-Clark	45	111.9	18				175.0	0.35	1.55	0.06	0.97
Kentucky	Clay	Kentucky-Clay	46.79	114.8	23				175.0	0.29	2.83	0.02	1.00
Kentucky	Clinton	Kentucky-Clinton	60	101.3	24				200.0	0.35	1.65	0.07	0.97
Kentucky	Crittenden	Kentucky-Crittenden	45	97.8	16.667				200.0	0.42	0.76	0.11	0.99
Kentucky	Cumberland	Kentucky-Cumberland	60	98.4	22				200.0	0.33	1.79	0.08	0.96
Kentucky	Daviess	Kentucky-Daviess	45	97.9	18				200.0	0.41	0.52	0.27	0.99
Kentucky	Edmonson	Kentucky-Edmonson	60	112.5	20				200.0	0.36	1.78	0.05	1.00
Kentucky	Elliott	Kentucky-Elliott	45	112.5	16				150.0	0.32	5.09	0.06	0.93
Kentucky	Estill	Kentucky-Estill	45	111.7	16				175.0	0.35	1.83	0.06	0.96
Kentucky	Fayette	Kentucky-Fayette	45	110.8	18				175.0	0.35	0.72	0.03	0.98
Kentucky	Fleming	Kentucky-Fleming	45	112.5	14.5				175.0	0.35	2.38	0.05	0.96
Kentucky	Floyd	Kentucky-Floyd	45	112.5	16				150.0	0.24	11.87	0.04	1.00
Kentucky	Franklin	Kentucky-Franklin	45	112.5	18				175.0	0.30	1.66	0.04	0.98
Kentucky	Fulton	Kentucky-Fulton	56.93	98	20				250.0	0.44	0.50	0.20	0.99
Kentucky	Gallatin	Kentucky-Gallatin	45	112.5	16				175.0	0.24	3.93	0.05	0.97
Kentucky	Garrard	Kentucky-Garrard	45	103.3	20				200.0	0.35	2.36	0.03	0.98
Kentucky	Grant	Kentucky-Grant	45	119.6	16				175.0	0.28	4.71	0.03	1.00
Kentucky	Graves	Kentucky-Graves	59.89	98	20				250.0	0.45	0.45	0.10	1.00
Kentucky	Grayson	Kentucky-Grayson	54.66	111.9	20				175.0	0.36	1.26	0.05	0.99
Kentucky	Green	Kentucky-Green	60	112.2	21				200.0	0.36	1.13	0.09	0.95
Kentucky	Greenup	Kentucky-Greenup	43.74	118.7	16				150.4	0.38	1.14	0.03	0.99
Kentucky	Hancock	Kentucky-Hancock	45	107.5	15				200.0	0.40	1.58	0.08	1.00
Kentucky	Hardin	Kentucky-Hardin	45.56	109.6	20				200.0	0.36	0.84	0.05	0.89
Kentucky	Harlan	Kentucky-Harlan	57.96	130	24.429				150.0	0.22	12.80	0.74	1.00
Kentucky	Harrison	Kentucky-Harrison	45	112.5	15.5				175.0	0.31	2.36	0.04	0.97
Kentucky	Hart	Kentucky-Hart	59.77	109.2	18				200.0	0.32	2.16	0.04	0.99
Kentucky	Henderson	Kentucky-Henderson	45	99.3	15.667				200.0	0.42	0.36	0.21	1.00
Kentucky	Henry	Kentucky-Henry	45	112.5	18				175.4	0.39	1.20	0.05	0.96
Kentucky	Hickman	Kentucky-Hickman	59.31	97.8	20				250.0	0.46	1.01	0.16	0.96
Kentucky	Hopkins	Kentucky-Hopkins	45	105.2	12				200.0	0.39	1.15	0.12	1.00
Kentucky	Jackson	Kentucky-Jackson	45.15	112.5	20				175.0	0.32	2.82	0.01	1.00
Kentucky	Jefferson	Kentucky-Jefferson	45	111.6	20				175.0	0.37	0.86	0.03	0.99
Kentucky	Jessamine	Kentucky-Jessamine	45	105.9	16				175.0	0.33	0.89	0.04	0.98
Kentucky	Johnson	Kentucky-Johnson	45	112.9	16				150.0	0.24	6.49	0.01	0.99
Kentucky	Kenton	Kentucky-Kenton	45	112.5	15				175.0	0.40	2.46	0.03	1.00
Kentucky	Knott	Kentucky-Knott	45	110.9	18				150.0	0.31	6.86	0.03	1.00
Kentucky	Knox	Kentucky-Knox	56.57	119.8	25				175.0	0.34	3.93	0.15	1.00
Kentucky	Larue	Kentucky-Larue	56.95	100.9	18				200.0	0.37	1.01	0.09	0.98
Kentucky	Laurel	Kentucky-Laurel	45.15	117.1	23.667				175.0	0.34	1.65	0.03	0.98
Kentucky	Lawrence	Kentucky-Lawrence	45	126.2	16				150.0	0.35	4.63	0.02	1.00
Kentucky	Lee	Kentucky-Lee	45	112.5	20				175.0	0.37	5.91	0.07	0.98
Kentucky	Leslie	Kentucky-Leslie	47.23	117.5	22.75				150.0	0.27	13.59	0.35	1.00
Kentucky	Letcher	Kentucky-Letcher	45.1	106.6	19.5				150.0	0.31	6.61	0.01	1.00
Kentucky	Lewis	Kentucky-Lewis	44.89	113.7	16				175.0	0.29	1.96	0.10	0.94
Kentucky	Lincoln	Kentucky-Lincoln	55.07	107.9	18				198.0	0.36	1.50	0.06	0.97
Kentucky	Livingston	Kentucky-Livingston	45.03	97.9	16.667				200.0	0.40	1.37	0.06	1.00
Kentucky	Logan	Kentucky-Logan	58.03	112.2	20				175.0	0.37	0.74	0.08	0.89
Kentucky	Lyon	Kentucky-Lyon	49.55	97.9	18				200.0	0.38	1.35	0.06	1.00
Kentucky	Madison	Kentucky-Madison	45	111.4	20				250.0	0.46	0.38	0.20	1.00
Kentucky	Magoffin	Kentucky-Magoffin	45	112.5	16				175.0	0.32	1.12	0.01	1.00
Kentucky	Marion	Kentucky-Marion	55.37	109.6	18				200.0	0.41	0.26	0.31	1.00
Kentucky	Marshall	Kentucky-Marshall	57.2	97.8	18				200.5	0.36	2.29	0.04	0.97
Kentucky	Martin	Kentucky-Martin	45	123.8	16				150.0	0.23	7.00	0.04	0.98
Kentucky	Mason	Kentucky-Mason	45	126.6	16				200.0	0.35	2.00	0.07	0.96
Kentucky	McCracken	Kentucky-McCracken	45.43	100.4	18				200.0	0.41	0.90	0.08	1.00
Kentucky	McCreary	Kentucky-McCreary	58.96	112.5	25.667				150.0	0.22	15.81	0.06	1.00
Kentucky	McLean	Kentucky-McLean	45	103.3	15				175.0	0.33	2.47	0.03	0.98
Kentucky	Meade	Kentucky-Meade	45	112.5	15				175.0	0.34	1.55	0.05	0.95
Kentucky	Menifee	Kentucky-Menifee	45.59	116.4	18				175.0	0.34	6.82	0.01	1.00
Kentucky	Mercer	Kentucky-Mercer	45	112.4	20				175.0	0.33	2.18	0.05	0.98
Kentucky	Metcalfe	Kentucky-Metcalfe	60	112.3	20				200.0	0.29	1.90	0.05	0.99
Kentucky	Monroe	Kentucky-Monroe	60	108.5	22				200.0	0.30	1.99	0.04	0.98
Kentucky	Montgomery	Kentucky-Montgomery	45	111.9	18				175.0	0.37	1.64	0.02	0.99
Kentucky	Morgan	Kentucky-Morgan	45	112.5	15.5				150.0	0.37	4.40	0.02	0.99
Kentucky	Muhlenberg	Kentucky-Muhlenberg	45	108.3	15.5				175.0	0.37	2.54	0.14	0.98
Kentucky	Nelson	Kentucky-Nelson	45.91	111.8	20				175.0	0.36	1.05	0.06	0.99
Kentucky	Nicholas	Kentucky-Nicholas	45	112.5	15				175.0	0.24	2.69	0.03	0.98
Kentucky	Ohio	Kentucky-Ohio	45.31	100.8	14				175.0	0.39	1.28	0.10	0.99
Kentucky	Oldham	Kentucky-Oldham	45	110.6	18				175.0	0.38	0.99	0.07	0.97
Kentucky	Owen	Kentucky-Owen	45	112.5	14				175.0	0.29	3.27	0.04	0.98
Kentucky	Owsley	Kentucky-Owsley	45	112.5	20				175.0	0.29	2.41	0.10	0.97
Kentucky	Pendleton	Kentucky-Pendleton	45	112.5	16				175.0	0.31	4.46	0.03	0.98
Kentucky	Perry	Kentucky-Perry	45	116.5	21				150.0	0.29	17.60	0.02	1.00
Kentucky	Pike	Kentucky-Pike	45	120.1	17				150.0	0.23	18.73	0.00	1.00
Kentucky	Powell	Kentucky-Powell	45	107	18				175.0	0.32	0.62	0.03	0.97
Kentucky	Pulaski	Kentucky-Pulaski	58.44	112.5	23.667				175.0	0.32	1.24	0.08	0.95
Kentucky	Robertson	Kentucky-Robertson	45	112.5	15				175.0	0.22	2.73	0.06	0.97
Kentucky	Rockcastle	Kentucky-Rockcastle	57.28	117.6	22				200.0	0.34	1.44	0.06	0.98
Kentucky	Rowan	Kentucky-Rowan	45	112.5	15.5				175.0	0.33	2.39	0.02	1.00
Kentucky	Russell	Kentucky-Russell	60	110.5	22				200.0	0.34	1.74	0.03	0.95
Kentucky	Scott	Kentucky-Scott	45	107	18				175.0	0.32	1.47	0.04	0.98
Kentucky	Shelby	Kentucky-Shelby	45	112.5	15				175.0	0.34	1.52	0.11	0.97
Kentucky	Simpson	Kentucky-Simpson	60	100.7	20				175.0	0.36	0.79	0.15	0.99
Kentucky	Spencer	Kentucky-Spencer	45	106.7	16				175.0	0.36	1.66	0.04	0.99
Kentucky	Taylor	Kentucky-Taylor	60	112.5	21				200.0	0.36	1.22	0.10	0.88
Kentucky	Todd	Kentucky-Todd	57.37	112.5	18				175.0	0.37	0.64	0.11	1.00
Kentucky	Trigg	Kentucky-Trigg	54.03	96.6	15.667				200.0	0.34	0.84	0.07	1.00
Kentucky	Trimble	Kentucky-Trimble	45	112.5	16				175.0	0.37	1.74	0.06	0.95
Kentucky	Union	Kentucky-Union	45	98.7	15.333				200.0	0.41	0.44	0.27	1.00
Kentucky	Warren	Kentucky-Warren	58.92	112.3	20				175.0	0.34	1.04	0.08	1.00
Kentucky	Washington	Kentucky-Washington	45	102.8	20				175.0	0.33	2.47	0.04	0.97
Kentucky	Wayne	Kentucky-Wayne	59.57	115.1	24.667				174.3	0.35	1.49	0.12	0.87
Kentucky	Webster	Kentucky-Webster	45	97.8	17				200.0	0.41	0.67	0.15	1.00
Kentucky	Whitley	Kentucky-Whitley	56.94	113	25.5				175.0	0.35	2.29	0.03	1.00
Kentucky	Wolfe	Kentucky-Wolfe	45	112.5	18				175.0	0.34	5.53	0.04	1.00
Kentucky	Woodford	Kentucky-Woodford	45	111.1	16				175.0	0.33	0.77	0.04	0.98
Louisiana	Acadia	Louisiana-Acadia	60	97.8	18				430.2	0.48	0.10	0.15	1.00
Louisiana	Allen	Louisiana-Allen	60	99.3	20				446.8	0.44	0.10	0.12	0.97
Louisiana	Ascension	Louisiana-Ascension	60	98.2	22				421.8	0.41	0.10	0.10	1.00
Louisiana	Assumption	Louisiana-Assumption	60	99.3	20				415.8	0.38	0.09	0.24	1.00
Louisiana	Avoyelles	Louisiana-Avoyelles	60	84.9	14.5				381.1	0.38	0.09	0.31	1.00
Louisiana	Beauregard	Louisiana-Beauregard	60	96.3	15.308				434.9	0.42	0.17	0.06	1.00
Louisiana	Bienville	Louisiana-Bienville	59.66	95.6	13				397.8	0.33	0.40	0.05	0.97
Louisiana	Bossier	Louisiana-Bossier	49.27	85.4	14				337.1	0.37	0.14	0.09	1.00
Louisiana	Caddo	Louisiana-Caddo	45	83.1	11.2				336.2	0.39	0.15	0.12	1.00
Louisiana	Calcasieu	Louisiana-Calcasieu	60	97.8	17.333				412.6	0.44	0.09	0.05	1.00
Louisiana	Caldwell	Louisiana-Caldwell	60	97.8	14.25				372.2	0.36	0.10	0.14	1.00
Louisiana	Cameron	Louisiana-Cameron	60	101.6	13				390.8	0.33	0.09	0.03	1.00
Louisiana	Catahoula	Louisiana-Catahoula	60	97	18				390.7	0.38	0.10	0.24	1.00
Louisiana	Claiborne	Louisiana-Claiborne	60	97.8	12				349.5	0.30	0.39	0.01	0.95
Louisiana	Concordia	Louisiana-Concordia	60	97.8	18				389.7	0.33	0.09	0.28	1.00
Louisiana	De Soto	Louisiana-De Soto	47.85	83	10.818				394.2	0.40	0.25	0.01	1.00
Louisiana	East Baton Rouge	Louisiana-East Baton Rouge	60	100.4	18				427.7	0.47	0.12	0.00	1.00
Louisiana	East Carroll	Louisiana-East Carroll	60	97.7	18				326.3	0.34	0.12	0.33	1.00
Louisiana	East Feliciana	Louisiana-East Feliciana	60	103.6	20				498.7	0.46	0.34	0.02	1.00
Louisiana	Evangeline	Louisiana-Evangeline	60	97.4	20				448.7	0.46	0.10	0.15	1.00
Louisiana	Franklin	Louisiana-Franklin	60	97.8	16				364.4	0.45	0.12	0.28	1.00
Louisiana	Grant	Louisiana-Grant	60	97.8	16.333				442.8	0.37	0.12	0.14	1.00
Louisiana	Iberia	Louisiana-Iberia	60	100.2	18				398.9	0.42	0.10	0.19	1.00
Louisiana	Iberville	Louisiana-Iberville	60	98.6	18				391.2	0.36	0.09	0.23	1.00
Louisiana	Jackson	Louisiana-Jackson	60	97.8	13				384.1	0.31	0.24	0.01	1.00
Louisiana	Jefferson	Louisiana-Jefferson	60	98	24				411.7	0.34	0.09	0.00	1.00
Louisiana	Jefferson Davis	Louisiana-Jefferson Davis	60	97.8	20				411.0	0.46	0.09	0.13	1.00
Louisiana	La Salle	Louisiana-La Salle	60	97.7	16.333				413.1	0.47	0.09	0.16	1.00
Louisiana	Lafayette	Louisiana-Lafayette	60	97.8	18				414.9	0.33	0.12	0.09	1.00
Louisiana	LaFourche	Louisiana-LaFourche	60	98	20				431.5	0.38	0.18	0.04	1.00
Louisiana	Lincoln	Louisiana-Lincoln	60	97.8	13				393.3	0.25	0.28	0.02	0.96
Louisiana	Livingston	Louisiana-Livingston	60.01	111	22				450.5	0.44	0.11	0.01	1.00
Louisiana	Madison	Louisiana-Madison	60	97.8	17				360.2	0.35	0.09	0.28	1.00
Louisiana	Morehouse	Louisiana-Morehouse	60	86	16				328.3	0.40	0.10	0.26	1.00
Louisiana	Natchitoches	Louisiana-Natchitoches	60	94.1	15.4				381.9	0.35	0.11	0.10	1.00
Louisiana	Orleans	Louisiana-Orleans	60	97.8	24				430.9	0.32	0.06	0.00	1.00
Louisiana	Ouachita	Louisiana-Ouachita	60	95.1	14.5				378.8	0.37	0.18	0.21	1.00
Louisiana	Plaquemines	Louisiana-Plaquemines	60	97.8	18				411.7	0.33	0.10	0.00	1.00
Louisiana	Pointe Coupee	Louisiana-Pointe Coupee	60	96.9	20				418.7	0.37	0.10	0.25	1.00
Louisiana	Rapides	Louisiana-Rapides	60	97.4	18				422.3	0.40	0.12	0.17	1.00
Louisiana	Red River	Louisiana-Red River	57.77	85.3	14				379.4	0.35	0.15	0.07	1.00
Louisiana	Richland	Louisiana-Richland	60	97.8	16				371.7	0.44	0.14	0.24	1.00
Louisiana	Sabine	Louisiana-Sabine	59.9	83	12.333				391.5	0.37	0.21	0.03	1.00
Louisiana	St. Bernard	Louisiana-St. Bernard	60	97.8	22				415.0	0.31	0.15	0.00	1.00
Louisiana	St. Charles	Louisiana-St. Charles	60	97.8	22				461.5	0.33	0.10	0.03	1.00
Louisiana	St. Helena	Louisiana-St. Helena	62.16	108.8	18				477.9	0.42	0.19	0.03	1.00
Louisiana	St. James	Louisiana-St. James	60	97.8	22				416.5	0.37	0.10	0.18	1.00
Louisiana	St. John the Baptist	Louisiana-St. John the Baptist	60	97.8	24				447.8	0.38	0.12	0.21	1.00
Louisiana	St. Landry	Louisiana-St. Landry	60	98.1	20				418.6	0.40	0.09	0.18	1.00
Louisiana	St. Martin	Louisiana-St. Martin	60	100.6	21				404.4	0.40	0.09	0.22	1.00
Louisiana	St. Mary	Louisiana-St. Mary	60	112.5	18				448.9	0.34	0.09	0.26	1.00
Louisiana	St. Tammany	Louisiana-St. Tammany	60	97.9	25				436.6	0.30	0.19	0.02	1.00
Louisiana	Tangipahoa	Louisiana-Tangipahoa	60	100.4	22				462.5	0.38	0.24	0.04	0.95
Louisiana	Tensas	Louisiana-Tensas	60	97.8	18				366.0	0.34	0.11	0.31	0.96
Louisiana	Terrebonne	Louisiana-Terrebonne	60	108.1	24				424.5	0.30	0.11	0.18	1.00
Louisiana	Union	Louisiana-Union	60	89.3	14.5				342.4	0.29	0.23	0.04	1.00
Louisiana	Vermilion	Louisiana-Vermilion	60	97.8	15.4				401.1	0.43	0.08	0.13	1.00
Louisiana	Vernon	Louisiana-Vernon	60	95.4	14.875				441.4	0.34	0.20	0.02	1.00
Louisiana	Washington	Louisiana-Washington	60	106.5	22				484.2	0.27	0.23	0.04	0.99
Louisiana	Webster	Louisiana-Webster	58.15	92.8	12				346.9	0.34	0.21	0.03	1.00
Louisiana	West Baton Rouge	Louisiana-West Baton Rouge	60	99.1	18				412.2	0.37	0.10	0.19	1.00
Louisiana	West Carroll	Louisiana-West Carroll	60	95	18				334.6	0.45	0.10	0.18	1.00
Louisiana	West Feliciana	Louisiana-West Feliciana	60	97.8	20				491.4	0.41	0.28	0.08	0.99
Louisiana	Winn	Louisiana-Winn	60	99.4	13				382.9	0.34	0.17	0.00	1.00
Maine	Androscoggin	Maine-Androscoggin	45	126.6	25.5				100.0	0.24	0.47	0.10	0.99
Maine	Aroostook	Maine-Aroostook	38.22	135	24.25				75.1	0.23	1.01	0.12	0.97
Maine	Cumberland	Maine-Cumberland	45.13	112.9	25				100.0	0.23	1.04	0.03	1.00
Maine	Franklin	Maine-Franklin	47.12	137.9	25.75				100.0	0.21	0.47	0.00	1.00
Maine	Hancock	Maine-Hancock	45.2	115.9	26.857				100.1	0.21	1.02	0.10	1.00
Maine	Kennebec	Maine-Kennebec	45	113.7	25.5				100.0	0.26	0.58	0.02	0.99
Maine	Knox	Maine-Knox	45.36	112.5	25				100.0	0.23	1.34	0.01	1.00
Maine	Lincoln	Maine-Lincoln	45	112.5	26.333				100.0	0.26	1.38	0.03	1.00
Maine	Oxford	Maine-Oxford	45.51	133.2	28				100.0	0.20	1.01	0.06	1.00
Maine	Penobscot	Maine-Penobscot	44.17	128.2	26.889				99.9	0.22	0.72	0.08	0.94
Maine	Piscataquis	Maine-Piscataquis	40.71	135.4	25.833				100.0	0.23	0.86	0.07	0.98
Maine	Sagadahoc	Maine-Sagadahoc	45	112.5	26.333				100.0	0.28	0.45	0.07	1.00
Maine	Somerset	Maine-Somerset	43.47	132	26.333				100.0	0.22	0.39	0.02	1.00
Maine	Waldo	Maine-Waldo	45.19	110.6	25.5				100.0	0.24	1.48	0.02	0.99
Maine	Washington	Maine-Washington	45.35	121.1	28				100.0	0.22	0.64	0.01	1.00
Maine	York	Maine-York	45.36	113	25				115.0	0.22	0.91	0.02	1.00
Maryland	Allegany	Maryland-Allegany	35.01	118.2	19				125.2	0.25	1.83	0.14	1.00
Maryland	Anne Arundel	Maryland-Anne Arundel	45	97.8	15.5				205.0	0.29	0.90	0.14	0.99
Maryland	Baltimore	Maryland-Baltimore	45	110.1	16				185.0	0.34	1.58	0.06	0.96
Maryland	Baltimore City	Maryland-Baltimore City	45	99.1	16				215.2	0.34	0.71	0.27	0.99
Maryland	Calvert	Maryland-Calvert	45	97.8	15				205.2	0.25	0.14	0.20	1.00
Maryland	Caroline	Maryland-Caroline	45	97.8	16				175.0	0.31	0.90	0.06	0.89
Maryland	Carroll	Maryland-Carroll	45	100.1	16				184.5	0.38	0.53	0.13	0.96
Maryland	Cecil	Maryland-Cecil	45	101.8	16.8				210.0	0.33	0.55	0.15	0.98
Maryland	Charles	Maryland-Charles	45	97.8	16				220.1	0.24	0.14	0.25	1.00
Maryland	Dorchester	Maryland-Dorchester	45	99.9	16				161.3	0.31	1.24	0.08	0.89
Maryland	Frederick	Maryland-Frederick	43.99	100.6	15				125.0	0.21	2.08	0.05	0.94
Maryland	Garrett	Maryland-Garrett	45.26	151.8	26.5				175.0	0.34	1.03	0.07	0.97
Maryland	Harford	Maryland-Harford	45	108.1	16				180.0	0.33	1.29	0.06	0.97
Maryland	Howard	Maryland-Howard	45	99	16				195.0	0.38	0.31	0.15	0.99
Maryland	Kent	Maryland-Kent	45	98	16				183.1	0.33	1.55	0.06	0.98
Maryland	Montgomery	Maryland-Montgomery	44.29	97.8	19				205.0	0.34	0.79	0.14	1.00
Maryland	Prince Georges	Maryland-Prince Georges	45	98.5	15.5				200.0	0.33	0.23	0.18	1.00
Maryland	Queen Annes	Maryland-Queen Annes	45	97.8	16				220.0	0.33	0.26	0.21	1.00
Maryland	Somerset	Maryland-Somerset	43.84	97.6	16				235.0	0.32	0.13	0.14	1.00
Maryland	St. Marys	Maryland-St. Marys	45	97.8	16				209.9	0.35	0.14	0.16	1.00
Maryland	Talbot	Maryland-Talbot	45	101.4	16				150.0	0.29	0.75	0.13	1.00
Maryland	Washington	Maryland-Washington	36.11	103.1	14.2				225.0	0.25	0.17	0.25	1.00
Maryland	Wicomico	Maryland-Wicomico	45	99.2	18.667				240.1	0.25	0.12	0.27	1.00
Maryland	Worcester	Maryland-Worcester	45	97.8	18				185.0				
Massachusetts	Barnstable	Massachusetts-Barnstable	45	105.1	22				135.3	0.14	0.34	0.09	1.00
Massachusetts	Berkshire	Massachusetts-Berkshire	49.09	128.4	24.889				140.2	0.23	0.81	0.06	0.99
Massachusetts	Bristol	Massachusetts-Bristol	45	112.5	25.286				145.0	0.20	0.26	0.11	0.99
Massachusetts	Dukes	Massachusetts-Dukes	45	112.5	25.5				145.0	0.17	0.58	0.11	1.00
Massachusetts	Essex	Massachusetts-Essex	44.97	112.4	22				125.0	0.22	0.93	0.17	0.98
Massachusetts	Franklin	Massachusetts-Franklin	45.43	118.2	25				140.0	0.22	0.58	0.07	0.97
Massachusetts	Hampden	Massachusetts-Hampden	47.52	112.3	25.286				150.0	0.21	0.51	0.11	0.96
Massachusetts	Hampshire	Massachusetts-Hampshire	45.88	112.4	26.6				145.0	0.22	0.42	0.11	1.00
Massachusetts	Middlesex	Massachusetts-Middlesex	45	112	23.333				125.1	0.21	0.76	0.15	1.00
Massachusetts	Nantucket	Massachusetts-Nantucket	45	102.9	22				140.0	0.18	0.31	0.12	1.00
